comparison,mean_difference,standard_error,degrees_freedom,confidence_level,lower_bound,upper_bound
Defender minus Midfielder,-1.2065189629512485,0.3366350284248215,117.91301771770797,0.95,-1.8731530621707415,-0.5398848637317555
