Crosses,LinebreaksAttemptedDefensiveLine,Passes,PassesCompleted,TimePlayed,player_id,team,team_id,advanced,position,linebreaks_per90,linebreaks_per100passes,crosses_per90,passing_accuracy_rate
14,23.0,238,186,501.40958333333333,448612,MAR,43872,True,Midfielder,4.1283614609812505,9.663865546218489,2.5129156719016303,78.15126050420169
4,5.0,275,251,542.1143,411680,MAR,43872,True,Defender,0.8300832499714544,1.8181818181818181,0.6640665999771636,91.27272727272727
0,1.0,21,18,201.41621666666666,405879,HAI,43908,False,Forward,0.44683591763092895,4.761904761904762,0.0,85.71428571428571
0,1.0,14,14,22.713966666666664,485756,MAR,43872,True,Defender,3.962319806169186,7.142857142857142,0.0,100.0
0,0.0,226,221,268.94835,395088,KOR,43822,False,Defender,0.0,0.0,0.0,97.78761061946902
1,2.0,56,54,64.09340000000002,430385,KOR,43822,False,Midfielder,2.8084014890768776,3.571428571428571,1.4042007445384388,96.42857142857143
4,2.0,30,27,51.026816666666676,511828,KOR,43822,False,Defender,3.527556915334387,6.666666666666667,7.055113830668774,90.0
1,2.0,59,46,125.75956666666667,390525,KOR,43822,False,Midfielder,1.4313026417870927,3.389830508474576,0.7156513208935463,77.96610169491525
2,3.0,200,183,300.0228,423874,KOR,43822,False,Defender,0.899931605198005,1.5,0.5999544034653366,91.5
9,4.0,45,39,120.47548333333333,423880,KOR,43822,False,Defender,2.988159831689131,8.88888888888889,6.723359621300544,86.66666666666667
0,0.0,7,4,41.72641666666668,430387,KOR,43822,False,Forward,0.0,0.0,0.0,57.14285714285714
1,3.0,47,40,123.23641666666668,395083,KOR,43822,False,Midfielder,2.190910830605401,6.382978723404255,0.7303036102018003,85.1063829787234
0,0.0,13,9,25.352466666666686,448585,KOR,43822,False,Midfielder,0.0,0.0,0.0,69.23076923076923
4,3.0,236,217,300.0228,492315,KOR,43822,False,Midfielder,0.899931605198005,1.2711864406779663,1.1999088069306731,91.94915254237289
0,9.0,116,85,300.0228,274281,KOR,43822,False,Goalkeeper,2.699794815594015,7.758620689655173,0.0,73.27586206896551
3,2.0,58,49,183.8744666666667,307849,KOR,43822,False,Forward,0.9789287401513422,3.4482758620689653,1.4683931102270131,84.48275862068965
0,1.0,52,49,44.023766666666674,479316,KOR,43822,False,Defender,2.044350286549765,1.9230769230769231,0.0,94.23076923076923
11,6.0,123,113,274.67033333333336,429608,KOR,43822,False,Defender,1.9659931724212416,4.878048780487805,3.60432081610561,91.869918699187
3,2.0,9,9,53.77991666666668,423855,KOR,43822,False,Midfielder,3.346974319719721,22.22222222222222,5.020461479579582,100.0
1,7.0,152,135,216.4526666666667,402817,KOR,43822,False,Midfielder,2.910567052380967,4.605263157894736,0.4157952931972809,88.81578947368422
0,0.0,25,22,74.74058333333335,448580,KOR,43822,False,Defender,0.0,0.0,0.0,88.0
1,2.0,22,15,145.04273333333333,448586,KOR,43822,False,Forward,1.2410135679553749,9.090909090909092,0.6205067839776874,68.18181818181817
0,2.0,13,7,39.894116666666676,463286,AUT,43934,True,Forward,4.511943490414417,15.384615384615385,0.0,53.84615384615385
2,11.0,132,98,370.8797333333333,441067,AUT,43934,True,Defender,2.669328925315592,8.333333333333332,0.4853325318755622,74.24242424242425
0,0.0,31,30,30.350966666666665,463287,AUT,43934,True,Defender,0.0,0.0,0.0,96.7741935483871
6,2.0,64,56,160.33888333333334,463288,AUT,43934,True,Defender,1.1226222626597229,3.125,3.3678667879791684,87.5
3,2.0,153,141,361.2923166666667,441088,AUT,43934,True,Midfielder,0.49821153591281736,1.3071895424836601,0.747317303869226,92.15686274509804
30,16.0,126,94,412.32820000000004,358241,AUT,43934,True,Midfielder,3.492363607436988,12.698412698412698,6.548181763944353,74.60317460317461
0,0.0,30,25,108.19913333333332,463800,AUT,43934,True,Midfielder,0.0,0.0,0.0,83.33333333333334
1,4.0,80,68,270.9925666666667,520036,AUT,43934,True,Midfielder,1.3284497225446652,5.0,0.3321124306361663,85.0
1,2.0,24,16,88.35838333333332,430100,AUT,43934,True,Forward,2.0371581417571587,8.333333333333332,1.0185790708785794,66.66666666666666
0,3.0,140,128,207.58294999999998,372243,AUT,43934,True,Defender,1.3006848587516462,2.142857142857143,0.0,91.42857142857143
1,5.0,60,55,102.73196666666666,385248,AUT,43934,True,Midfielder,4.3803308220518185,8.333333333333332,0.8760661644103637,91.66666666666666
0,0.0,123,106,412.32820000000004,371739,AUT,43934,True,Goalkeeper,0.0,0.0,0.0,86.1788617886179
1,1.0,164,147,284.35603333333336,405263,AUT,43934,True,Defender,0.31650462606678176,0.6097560975609756,0.31650462606678176,89.63414634146342
3,3.0,25,22,41.44846666666666,463282,AUT,43934,True,Midfielder,6.514113107521469,12.0,6.514113107521469,88.0
4,5.0,91,65,283.87044999999995,463283,AUT,43934,True,Midfielder,1.5852301639709243,5.4945054945054945,1.2681841311767394,71.42857142857143
0,6.0,204,138,554.9256166666667,373235,NOR,43961,True,Goalkeeper,0.9731033922053878,2.941176470588235,0.0,67.64705882352942
0,3.0,225,179,810.0774333333334,448332,FRA,43946,True,Goalkeeper,0.33330147081001266,1.3333333333333335,0.0,79.55555555555556
